Cooperation Complex for Metric CooperationMetric[org.bm.blaise.scio.graph.metrics.AdditiveSubsetMetric@157f0dc] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[1, 2, 4, 5, 8] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[1, 2, 4, 5, 9] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 2, 4, 6, 7] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 2, 4, 6, 8] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 2, 4, 6, 9] ; 5 ; 7.000 ; 9.000 ; 20.000 ; 11.000 ; 4.000
[1, 2, 4, 7, 8] ; 5 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 4, 7, 9] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 2, 4, 8, 9] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 2, 5, 6, 7] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[1, 2, 5, 6, 8] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 5, 6, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 2, 5, 7, 8] ; 5 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 5, 7, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 5, 8, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 6, 7, 8] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[1, 2, 6, 7, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 2, 6, 8, 9] ; 5 ; 4.000 ; 10.000 ; 20.000 ; 10.000 ; 6.000
[1, 2, 7, 8, 9] ; 5 ; 2.000 ; 12.000 ; 20.000 ; 8.000 ; 6.000
[1, 3, 4, 5, 6] ; 5 ; 3.000 ; 9.000 ; 20.000 ; 11.000 ; 8.000
[1, 3, 4, 5, 7] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 3, 4, 5, 8] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 3, 4, 5, 9] ; 5 ; 5.000 ; 9.000 ; 20.000 ; 11.000 ; 6.000
[1, 3, 4, 6, 7] ; 5 ; 7.000 ; 9.000 ; 20.000 ; 11.000 ; 4.000
[1, 3, 4, 6, 8] ; 5 ; 7.000 ; 9.000 ; 20.000 ; 11.000 ; 4.000
[1, 3, 4, 6, 9] ; 5 ; 5.000 ; 7.000 ; 20.000 ; 13.000 ; 8.000
[1, 3, 4, 7, 8] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 3, 4, 7, 9] ; 5 ; 7.000 ; 9.000 ; 20.000 ; 11.000 ; 4.000
[1, 3, 4, 8, 9] ; 5 ; 5.000 ; 9.000 ; 20.000 ; 11.000 ; 6.000
[1, 3, 5, 6, 7] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 3, 5, 6, 8] ; 5 ; 8.000 ; 10.000 ; 20.000 ; 10.000 ; 2.000
[1, 3, 5, 6, 9] ; 5 ; 6.000 ; 8.000 ; 20.000 ; 12.000 ; 6.000
[1, 3, 5, 7, 8] ; 5 ; 8.000 ; 12.000 ; 20.000 ; 8.000 ; 0.000
[1, 3, 5, 7, 9] ; 5 ; 8.000 ; 10.000 ; 20.000 ; 10.000 ; 2.000
[1, 3, 5, 8, 9] ; 5 ; 8.000 ; 10.000 ; 20.000 ; 10.000 ; 2.000
[1, 3, 6, 7, 8] ; 5 ; 8.000 ; 10.000 ; 20.000 ; 10.000 ; 2.000
[1, 3, 6, 7, 9] ; 5 ; 8.000 ; 8.000 ; 20.000 ; 12.000 ; 4.000
[1, 3, 6, 8, 9] ; 5 ; 6.000 ; 8.000 ; 20.000 ; 12.000 ; 6.000
[1, 3, 7, 8, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 4, 5, 6, 7] ; 5 ; 4.000 ; 10.000 ; 20.000 ; 10.000 ; 6.000
[1, 4, 5, 6, 8] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 4, 5, 6, 9] ; 5 ; 4.000 ; 8.000 ; 20.000 ; 12.000 ; 8.000
[1, 4, 5, 7, 8] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 4, 5, 7, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 4, 5, 8, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 4, 6, 7, 8] ; 5 ; 8.000 ; 10.000 ; 20.000 ; 10.000 ; 2.000
[1, 4, 6, 7, 9] ; 5 ; 8.000 ; 8.000 ; 20.000 ; 12.000 ; 4.000
[1, 4, 6, 8, 9] ; 5 ; 6.000 ; 8.000 ; 20.000 ; 12.000 ; 6.000
[1, 4, 7, 8, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 5, 6, 7, 8] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 5, 6, 7, 9] ; 5 ; 5.000 ; 9.000 ; 20.000 ; 11.000 ; 6.000
[1, 5, 6, 8, 9] ; 5 ; 5.000 ; 9.000 ; 20.000 ; 11.000 ; 6.000
[1, 5, 7, 8, 9] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 6, 7, 8, 9] ; 5 ; 5.000 ; 9.000 ; 20.000 ; 11.000 ; 6.000
[2, 3, 4, 5, 6] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[2, 3, 4, 5, 7] ; 5 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[2, 3, 4, 5, 8] ; 5 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[2, 3, 4, 5, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[2, 3, 4, 6, 7] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[2, 3, 4, 6, 8] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[2, 3, 4, 6, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[2, 3, 4, 7, 8] ; 5 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[2, 3, 4, 7, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[2, 3, 4, 8, 9] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[2, 3, 5, 6, 7] ; 5 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[2, 3, 5, 6, 8] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 3, 5, 6, 9] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[2, 3, 5, 7, 8] ; 5 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[2, 3, 5, 7, 9] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 3, 5, 8, 9] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 3, 6, 7, 8] ; 5 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[2, 3, 6, 7, 9] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[2, 3, 6, 8, 9] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[2, 3, 7, 8, 9] ; 5 ; 3.000 ; 13.000 ; 20.000 ; 7.000 ; 4.000
[2, 4, 5, 6, 7] ; 5 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[2, 4, 5, 6, 8] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 4, 5, 6, 9] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[2, 4, 5, 7, 8] ; 5 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[2, 4, 5, 7, 9] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 4, 5, 8, 9] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 4, 6, 7, 8] ; 5 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 4, 6, 7, 9] ; 5 ; 9.000 ; 11.000 ; 20.000 ; 9.000 ; 0.000
[2, 4, 6, 8, 9] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[2, 4, 7, 8, 9] ; 5 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[2, 5, 6, 7, 8] ; 5 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[2, 5, 6, 7, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[2, 5, 6, 8, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[2, 5, 7, 8, 9] ; 5 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[2, 6, 7, 8, 9] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[3, 4, 5, 6, 7] ; 5 ; 3.000 ; 11.000 ; 20.000 ; 9.000 ; 6.000
[3, 4, 5, 6, 8] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[3, 4, 5, 6, 9] ; 5 ; 3.000 ; 9.000 ; 20.000 ; 11.000 ; 8.000
[3, 4, 5, 7, 8] ; 5 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[3, 4, 5, 7, 9] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[3, 4, 5, 8, 9] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[3, 4, 6, 7, 8] ; 5 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[3, 4, 6, 7, 9] ; 5 ; 7.000 ; 9.000 ; 20.000 ; 11.000 ; 4.000
[3, 4, 6, 8, 9] ; 5 ; 5.000 ; 9.000 ; 20.000 ; 11.000 ; 6.000
[3, 4, 7, 8, 9] ; 5 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[3, 5, 6, 7, 8] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[3, 5, 6, 7, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[3, 5, 6, 8, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[3, 5, 7, 8, 9] ; 5 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[3, 6, 7, 8, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[4, 5, 6, 7, 8] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[4, 5, 6, 7, 9] ; 5 ; 4.000 ; 10.000 ; 20.000 ; 10.000 ; 6.000
[4, 5, 6, 8, 9] ; 5 ; 4.000 ; 10.000 ; 20.000 ; 10.000 ; 6.000
[4, 5, 7, 8, 9] ; 5 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[4, 6, 7, 8, 9] ; 5 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[5, 6, 7, 8, 9] ; 5 ; 3.000 ; 11.000 ; 20.000 ; 9.000 ; 6.000
[1, 2, 3, 4, 5, 6] ; 6 ; 3.000 ; 13.000 ; 20.000 ; 7.000 ; 4.000
[1, 2, 3, 4, 5, 7] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[1, 2, 3, 4, 5, 8] ; 6 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 2, 3, 4, 5, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 3, 4, 6, 7] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 3, 4, 6, 8] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 3, 4, 6, 9] ; 6 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 2, 3, 4, 7, 8] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[1, 2, 3, 4, 7, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 3, 4, 8, 9] ; 6 ; 3.000 ; 13.000 ; 20.000 ; 7.000 ; 4.000
[1, 2, 3, 5, 6, 7] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 3, 5, 6, 8] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 3, 5, 6, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 3, 5, 7, 8] ; 6 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[1, 2, 3, 5, 7, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 3, 5, 8, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 3, 6, 7, 8] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 3, 6, 7, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 3, 6, 8, 9] ; 6 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[1, 2, 3, 7, 8, 9] ; 6 ; 2.000 ; 14.000 ; 20.000 ; 6.000 ; 4.000
[1, 2, 4, 5, 6, 7] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 4, 5, 6, 8] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 4, 5, 6, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 4, 5, 7, 8] ; 6 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[1, 2, 4, 5, 7, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 4, 5, 8, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 4, 6, 7, 8] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 4, 6, 7, 9] ; 6 ; 8.000 ; 12.000 ; 20.000 ; 8.000 ; 0.000
[1, 2, 4, 6, 8, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 2, 4, 7, 8, 9] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 5, 6, 7, 8] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[1, 2, 5, 6, 7, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 5, 6, 8, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 2, 5, 7, 8, 9] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[1, 2, 6, 7, 8, 9] ; 6 ; 3.000 ; 13.000 ; 20.000 ; 7.000 ; 4.000
[1, 3, 4, 5, 6, 7] ; 6 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[1, 3, 4, 5, 6, 8] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 3, 4, 5, 6, 9] ; 6 ; 4.000 ; 10.000 ; 20.000 ; 10.000 ; 6.000
[1, 3, 4, 5, 7, 8] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 3, 4, 5, 7, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 3, 4, 5, 8, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 3, 4, 6, 7, 8] ; 6 ; 8.000 ; 12.000 ; 20.000 ; 8.000 ; 0.000
[1, 3, 4, 6, 7, 9] ; 6 ; 8.000 ; 10.000 ; 20.000 ; 10.000 ; 2.000
[1, 3, 4, 6, 8, 9] ; 6 ; 6.000 ; 10.000 ; 20.000 ; 10.000 ; 4.000
[1, 3, 4, 7, 8, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[1, 3, 5, 6, 7, 8] ; 6 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[1, 3, 5, 6, 7, 9] ; 6 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 3, 5, 6, 8, 9] ; 6 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 3, 5, 7, 8, 9] ; 6 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[1, 3, 6, 7, 8, 9] ; 6 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 4, 5, 6, 7, 8] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 4, 5, 6, 7, 9] ; 6 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 4, 5, 6, 8, 9] ; 6 ; 5.000 ; 11.000 ; 20.000 ; 9.000 ; 4.000
[1, 4, 5, 7, 8, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 4, 6, 7, 8, 9] ; 6 ; 7.000 ; 11.000 ; 20.000 ; 9.000 ; 2.000
[1, 5, 6, 7, 8, 9] ; 6 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[2, 3, 4, 5, 6, 7] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[2, 3, 4, 5, 6, 8] ; 6 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[2, 3, 4, 5, 6, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[2, 3, 4, 5, 7, 8] ; 6 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[2, 3, 4, 5, 7, 9] ; 6 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[2, 3, 4, 5, 8, 9] ; 6 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[2, 3, 4, 6, 7, 8] ; 6 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[2, 3, 4, 6, 7, 9] ; 6 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[2, 3, 4, 6, 8, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[2, 3, 4, 7, 8, 9] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[2, 3, 5, 6, 7, 8] ; 6 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 3, 5, 6, 7, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[2, 3, 5, 6, 8, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[2, 3, 5, 7, 8, 9] ; 6 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 3, 6, 7, 8, 9] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[2, 4, 5, 6, 7, 8] ; 6 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 4, 5, 6, 7, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[2, 4, 5, 6, 8, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[2, 4, 5, 7, 8, 9] ; 6 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 4, 6, 7, 8, 9] ; 6 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[2, 5, 6, 7, 8, 9] ; 6 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[3, 4, 5, 6, 7, 8] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[3, 4, 5, 6, 7, 9] ; 6 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[3, 4, 5, 6, 8, 9] ; 6 ; 4.000 ; 12.000 ; 20.000 ; 8.000 ; 4.000
[3, 4, 5, 7, 8, 9] ; 6 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[3, 4, 6, 7, 8, 9] ; 6 ; 6.000 ; 12.000 ; 20.000 ; 8.000 ; 2.000
[3, 5, 6, 7, 8, 9] ; 6 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[4, 5, 6, 7, 8, 9] ; 6 ; 3.000 ; 13.000 ; 20.000 ; 7.000 ; 4.000
[1, 2, 3, 4, 5, 6, 7] ; 7 ; 2.000 ; 16.000 ; 20.000 ; 4.000 ; 2.000
[1, 2, 3, 4, 5, 6, 8] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 5, 6, 9] ; 7 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 3, 4, 5, 7, 8] ; 7 ; 2.000 ; 18.000 ; 20.000 ; 2.000 ; 0.000
[1, 2, 3, 4, 5, 7, 9] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 5, 8, 9] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 6, 7, 8] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[1, 2, 3, 4, 6, 7, 9] ; 7 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 2, 3, 4, 6, 8, 9] ; 7 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[1, 2, 3, 4, 7, 8, 9] ; 7 ; 2.000 ; 16.000 ; 20.000 ; 4.000 ; 2.000
[1, 2, 3, 5, 6, 7, 8] ; 7 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 3, 5, 6, 7, 9] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 2, 3, 5, 6, 8, 9] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 2, 3, 5, 7, 8, 9] ; 7 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 3, 6, 7, 8, 9] ; 7 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[1, 2, 4, 5, 6, 7, 8] ; 7 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 4, 5, 6, 7, 9] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 2, 4, 5, 6, 8, 9] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 2, 4, 5, 7, 8, 9] ; 7 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 4, 6, 7, 8, 9] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 2, 5, 6, 7, 8, 9] ; 7 ; 2.000 ; 16.000 ; 20.000 ; 4.000 ; 2.000
[1, 3, 4, 5, 6, 7, 8] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 3, 4, 5, 6, 7, 9] ; 7 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 3, 4, 5, 6, 8, 9] ; 7 ; 5.000 ; 13.000 ; 20.000 ; 7.000 ; 2.000
[1, 3, 4, 5, 7, 8, 9] ; 7 ; 5.000 ; 15.000 ; 20.000 ; 5.000 ; 0.000
[1, 3, 4, 6, 7, 8, 9] ; 7 ; 7.000 ; 13.000 ; 20.000 ; 7.000 ; 0.000
[1, 3, 5, 6, 7, 8, 9] ; 7 ; 6.000 ; 14.000 ; 20.000 ; 6.000 ; 0.000
[1, 4, 5, 6, 7, 8, 9] ; 7 ; 4.000 ; 14.000 ; 20.000 ; 6.000 ; 2.000
[2, 3, 4, 5, 6, 7, 8] ; 7 ; 2.000 ; 18.000 ; 20.000 ; 2.000 ; 0.000
[2, 3, 4, 5, 6, 7, 9] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 3, 4, 5, 6, 8, 9] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 3, 4, 5, 7, 8, 9] ; 7 ; 2.000 ; 18.000 ; 20.000 ; 2.000 ; 0.000
[2, 3, 4, 6, 7, 8, 9] ; 7 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 3, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[2, 4, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[3, 4, 5, 6, 7, 8, 9] ; 7 ; 3.000 ; 15.000 ; 20.000 ; 5.000 ; 2.000
[1, 2, 3, 4, 5, 6, 7, 8] ; 8 ; 1.000 ; 19.000 ; 20.000 ; 1.000 ; 0.000
[1, 2, 3, 4, 5, 6, 7, 9] ; 8 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 3, 4, 5, 6, 8, 9] ; 8 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 3, 4, 5, 7, 8, 9] ; 8 ; 1.000 ; 19.000 ; 20.000 ; 1.000 ; 0.000
[1, 2, 3, 4, 6, 7, 8, 9] ; 8 ; 3.000 ; 17.000 ; 20.000 ; 3.000 ; 0.000
[1, 2, 3, 5, 6, 7, 8, 9] ; 8 ; 2.000 ; 18.000 ; 20.000 ; 2.000 ; 0.000
[1, 2, 4, 5, 6, 7, 8, 9] ; 8 ; 2.000 ; 18.000 ; 20.000 ; 2.000 ; 0.000
[1, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 4.000 ; 16.000 ; 20.000 ; 4.000 ; 0.000
[2, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 1.000 ; 19.000 ; 20.000 ; 1.000 ; 0.000
[1, 2, 3, 4, 5, 6, 7, 8, 9] ; 9 ; 0.000 ; 20.000 ; 20.000 ; 0.000 ; 0.000
